Quantity_Sold,Unit_Price,Profit,Discount,Month,Region,Product_Category,Sales_Channel,Customer_Type,Actual_Sales,Predicted_Sales
3,3022.1733333333336,-7253.216,0.0,9,1,0,0,0,9066.52,9098.103090629342
2,11249.0,-4499.599999999999,0.1,5,1,1,0,1,22498.0,17039.037463075932
6,720.4766666666666,-11239.435999999998,0.0,5,2,2,0,0,4322.86,4921.340969937332
2,10683.475,-4273.389999999999,0.15,5,2,0,1,0,21366.95,16715.71864714363
1,2748.04,1099.216,0.05,5,3,1,0,1,2748.04,8810.516644141237
6,1509.3216666666667,-23545.418,0.0,10,0,2,1,2,9055.93,8556.625637678066
3,5976.203333333334,-14342.888,0.05,7,0,1,0,2,17928.61,13444.56324615285
9,625.1455555555556,-24755.764,0.2,3,1,0,0,1,5626.31,5345.737912869226
9,2621.1388888888887,-103797.1,0.05,4,2,1,1,0,23590.25,26677.23182378689
1,8683.99,3473.5960000000005,0.15,11,1,1,0,1,8683.99,13642.289746449285
5,4695.662,-46956.62000000001,0.0,2,1,1,0,1,23478.31,18409.55882057727
7,1715.9,-38436.16,0.0,6,2,2,0,2,12011.3,11458.870768167504
8,1158.65,-35222.96000000001,0.05,4,1,1,1,1,9269.2,9354.772149868135
2,2322.4,-928.96,0.15,6,2,1,0,2,4644.8,7875.427763000126
2,6520.805,-2608.322,0.15,5,3,0,0,2,13041.61,12310.147539201529
7,343.7685714285714,-7700.416,0.1,7,2,2,1,1,2406.38,2783.038172502559
2,351.715,-140.68600000000004,0.2,12,2,2,1,0,703.43,5911.2981974955355
8,918.495,-27922.248,0.15,3,2,1,0,2,7347.96,7302.790710498607
7,1857.818571428572,-41615.136,0.1,2,0,0,1,1,13004.73,12633.264957417834
1,15235.78,6094.312,0.3,9,3,1,1,2,15235.78,19308.89738066578
5,4745.004,-47450.03999999999,0.1,8,1,2,0,0,23725.02,18532.0444497601
8,1359.87875,-41340.314000000006,0.1,11,3,1,1,0,10879.03,11120.043580815129
4,4030.0025,-22568.014,0.05,2,2,1,0,2,16120.01,12804.855265489185
1,18616.17,7446.467999999999,0.0,8,3,0,0,2,18616.17,21975.47477869329
7,2159.7585714285715,-48378.592,0.05,12,2,1,0,1,15118.31,14382.43238155406
2,3315.54,-1326.2160000000003,0.3,7,1,2,0,1,6631.08,8882.98105378557
4,3290.2675,-18425.498,0.2,9,1,2,1,0,13161.07,11150.91618184288
3,1392.1733333333334,-3341.2160000000003,0.2,11,3,2,0,1,4176.52,6600.12493447629
3,1390.2066666666667,-3336.496,0.1,1,2,2,1,1,4170.62,6703.965862816402
7,1689.7514285714285,-37850.432,0.1,1,0,0,0,1,11828.26,11471.997711379478
3,6541.97,-15700.728,0.1,9,1,2,1,2,19625.91,14371.357478096023
9,1274.331111111111,-50463.512,0.15,4,2,2,0,0,11468.98,12192.281861416799
6,1415.0433333333333,-22074.676,0.1,10,2,1,0,1,8490.26,8250.913980822763
1,21600.67,8640.268,0.2,6,3,0,0,0,21600.67,24643.010865423294
8,1821.83375,-55383.746,0.3,4,3,0,0,2,14574.67,15061.646068594535
8,2605.995,-79222.24799999999,0.05,10,1,0,1,2,20847.96,21489.638550124084
3,1905.996666666667,-4574.392,0.05,3,0,2,0,0,5717.99,7311.568537984998
3,7189.506666666667,-17254.815999999995,0.1,1,0,1,0,0,21568.52,15451.599116962065
7,143.1342857142857,-3206.208,0.2,6,2,1,0,0,1001.94,1560.5710082583682
1,12068.07,4827.228,0.15,12,3,1,0,2,12068.07,16490.1487878913
1,21806.59,8722.636,0.2,10,0,1,0,0,21806.59,24580.653737295626
10,2220.731,-111036.55000000002,0.05,12,3,1,1,2,22207.31,26976.81624767663
3,5563.416666666667,-13352.199999999995,0.15,2,1,0,1,2,16690.25,13109.189076446914
3,3472.96,-8335.104000000001,0.3,1,2,0,0,1,10418.88,9999.319451177249
10,1557.402,-77870.09999999999,0.0,10,2,0,0,1,15574.02,18172.957010167946
6,3697.723333333333,-57684.484,0.3,9,3,0,0,0,22186.34,19378.709912634866
9,1012.4588888888889,-40093.372,0.0,6,3,2,0,1,9112.13,9314.344001497406
3,261.9866666666667,-628.768,0.3,3,2,2,1,0,785.96,5094.5666192077415
10,2375.678,-118783.9,0.05,11,2,2,1,2,23756.78,28929.428750234747
1,21381.93,8552.772,0.0,12,0,1,1,1,21381.93,24169.6959968662
1,13978.29,5591.316000000001,0.2,2,2,0,0,0,13978.29,18305.55831570621
9,1043.1611111111113,-41309.18000000001,0.05,9,2,2,1,0,9388.45,9719.102810223696
5,879.7280000000001,-8797.280000000002,0.3,9,3,1,0,0,4398.64,5655.435070423072
8,2997.2475,-91116.324,0.05,5,3,2,1,0,23977.98,24863.19511194605
7,2648.02,-59315.648,0.1,10,1,2,0,0,18536.14,17501.178701463203
10,1679.616,-83980.79999999999,0.15,5,2,2,1,2,16796.16,19825.300024559576
7,1788.19,-40055.45599999999,0.1,2,1,2,1,1,12517.33,12095.66648459631
10,850.146,-42507.3,0.3,12,2,1,1,2,8501.46,8909.06636132194
1,6837.04,2734.816,0.3,9,3,1,0,1,6837.04,12277.151673157116
8,2983.79,-90707.216,0.0,12,2,0,1,0,23870.32,24745.068992240675
2,5507.92,-2203.168,0.3,3,2,2,0,0,11015.84,11259.986677250452
8,2065.67,-62796.368,0.3,11,0,1,1,0,16525.36,17015.442440330153
3,78.68666666666667,-188.848,0.0,2,1,1,0,2,236.06,4551.32003796853
9,729.3611111111111,-28882.700000000004,0.1,2,0,0,0,2,6564.25,6343.227861520591
3,4634.206666666667,-11122.096,0.15,3,0,1,0,0,13902.62,11568.121799655426
